Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
51,No,Travel_Rarely,Research & Development,3,3,Medical,1,190,Female,4,Healthcare Representative,Single,13734,3,Y,18,80,0,21,6,7,1,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,191,Male,5,Manager,Married,19999,0,Y,14,80,1,34,5,33,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,1,192,Female,1,Research Scientist,Single,2279,1,Y,16,80,0,7,2,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,1,193,Male,2,Manufacturing Director,Married,5916,3,Y,13,80,0,8,1,1,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,1,194,Male,1,Research Scientist,Divorced,2089,4,Y,14,80,3,7,3,5,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,1,195,Male,4,Manager,Married,16792,9,Y,23,80,1,22,1,20,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,196,Male,1,Research Scientist,Married,3564,1,Y,12,80,1,8,3,8,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,1,197,Female,2,Laboratory Technician,Single,4425,5,Y,11,80,0,10,5,6,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,1,198,Female,2,Manufacturing Director,Divorced,5265,2,Y,16,80,1,11,5,5,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,199,Male,2,Manufacturing Director,Married,6553,9,Y,14,80,0,14,3,1,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,200,Male,2,Manufacturing Director,Married,6261,3,Y,18,80,1,9,3,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,1,201,Male,2,Manufacturing Director,Married,4298,5,Y,19,80,1,6,1,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,1,202,Male,2,Manufacturing Director,Divorced,6804,1,Y,15,80,2,7,0,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,1,203,Male,1,Research Scientist,Divorced,3815,1,Y,17,80,1,5,4,5,2,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,1,204,Male,2,Laboratory Technician,Married,2741,8,Y,15,80,1,15,2,7,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,1,205,Male,2,Healthcare Representative,Married,6673,7,Y,19,80,0,17,2,1,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,1,206,Female,3,Sales Executive,Married,7639,1,Y,22,80,3,10,3,10,1,9
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,207,Male,1,Research Scientist,Divorced,2328,1,Y,16,80,1,4,2,4,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,1,208,Female,1,Laboratory Technician,Single,2153,1,Y,13,80,0,8,2,8,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,1,209,Male,2,Healthcare Representative,Married,4876,9,Y,14,80,1,5,5,3,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,210,Male,3,Healthcare Representative,Divorced,9396,7,Y,16,80,1,17,3,4,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,1,211,Male,3,Sales Executive,Married,10400,1,Y,11,80,0,14,2,14,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,1,212,Male,3,Manufacturing Director,Single,8474,1,Y,22,80,0,12,2,11,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,1,213,Female,2,Sales Executive,Single,9981,1,Y,14,80,0,7,2,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,214,Male,3,Research Director,Married,12490,5,Y,16,80,2,16,5,10,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,1,215,Female,1,Research Scientist,Single,2657,5,Y,11,80,0,8,5,5,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,1,216,Female,3,Manager,Single,13591,3,Y,18,80,0,16,3,1,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,1,217,Female,2,Sales Executive,Single,6696,5,Y,15,80,0,9,5,6,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,1,218,Male,1,Research Scientist,Single,2058,0,Y,14,80,0,7,1,6,1,5
45,No,Non-Travel,Sales,6,3,Medical,1,219,Female,3,Sales Executive,Single,8865,6,Y,12,80,0,23,2,19,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,1,220,Female,2,Sales Executive,Married,5940,2,Y,14,80,1,16,4,6,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,221,Male,2,Laboratory Technician,Single,5914,8,Y,16,80,0,16,3,13,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,222,Female,1,Research Scientist,Married,2622,6,Y,21,80,0,7,3,3,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,1,223,Male,3,Research Director,Divorced,12185,1,Y,14,80,3,10,1,10,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,224,Male,3,Sales Executive,Divorced,10609,0,Y,12,80,2,17,6,16,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,1,225,Male,2,Manufacturing Director,Married,4345,0,Y,12,80,1,6,2,5,1,4
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,226,Male,1,Research Scientist,Married,2177,3,Y,17,80,1,7,6,1,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,227,Male,1,Sales Representative,Divorced,2793,4,Y,17,80,1,13,2,9,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,1,228,Female,3,Sales Executive,Married,7918,1,Y,14,80,1,11,5,11,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,1,229,Female,3,Sales Executive,Single,8789,1,Y,14,80,0,10,3,10,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,230,Male,1,Research Scientist,Single,2389,1,Y,13,80,0,4,3,4,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,231,Female,1,Laboratory Technician,Single,3212,7,Y,15,80,0,6,3,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,1,232,Male,5,Manager,Married,19232,1,Y,11,80,0,22,3,22,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,1,233,Male,1,Human Resources,Married,2267,8,Y,17,80,0,7,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,1,234,Female,5,Manager,Divorced,19517,3,Y,11,80,1,32,3,7,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,1,235,Male,1,Laboratory Technician,Married,2436,5,Y,13,80,1,8,2,5,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,1,236,Female,4,Manager,Married,16064,5,Y,22,80,1,22,3,17,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,237,Female,1,Laboratory Technician,Married,2707,7,Y,20,80,0,13,3,9,1,7
52,No,Non-Travel,Sales,2,4,Life Sciences,1,238,Male,5,Manager,Single,19068,1,Y,18,80,0,33,2,33,15,12
32,No,Travel_Rarely,Sales,4,2,Life Sciences,1,239,Female,1,Sales Representative,Married,3931,2,Y,11,80,1,6,5,4,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,240,Male,1,Laboratory Technician,Single,3730,0,Y,14,80,0,4,2,3,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,1,241,Female,1,Laboratory Technician,Divorced,2232,7,Y,14,80,3,7,1,3,1,2
32,No,Non-Travel,Sales,26,4,Marketing,1,242,Male,2,Sales Executive,Married,4465,0,Y,18,80,0,4,2,3,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,1,243,Male,2,Research Scientist,Divorced,3072,2,Y,16,80,2,17,2,1,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,244,Male,2,Research Scientist,Divorced,3319,1,Y,17,80,2,9,3,9,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,1,245,Male,5,Manager,Married,19202,0,Y,11,80,1,25,2,24,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,1,246,Male,3,Research Director,Divorced,13675,9,Y,12,80,1,9,3,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,247,Female,1,Research Scientist,Married,2911,1,Y,13,80,1,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,248,Male,2,Manufacturing Director,Married,5957,6,Y,13,80,1,13,3,11,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,1,249,Female,1,Research Scientist,Married,3920,2,Y,14,80,1,17,2,3,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,250,Male,2,Manufacturing Director,Married,6434,4,Y,17,80,1,9,1,3,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,251,Male,3,Manufacturing Director,Divorced,10048,6,Y,11,80,2,17,5,1,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,252,Female,3,Healthcare Representative,Single,10938,0,Y,25,80,0,20,1,19,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,253,Male,1,Research Scientist,Single,2340,1,Y,19,80,0,6,1,6,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,1,254,Female,2,Research Scientist,Single,6545,3,Y,13,80,0,10,1,3,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,1,255,Male,2,Sales Executive,Divorced,6931,2,Y,14,80,1,10,2,3,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,256,Female,2,Manufacturing Director,Married,4898,0,Y,12,80,2,5,3,4,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,257,Female,1,Laboratory Technician,Divorced,2593,0,Y,11,80,1,10,4,9,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,258,Male,5,Research Director,Divorced,19436,0,Y,19,80,1,22,5,21,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,259,Male,1,Research Scientist,Married,2723,1,Y,11,80,0,1,0,1,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,1,260,Male,1,Laboratory Technician,Single,3479,0,Y,11,80,0,6,2,5,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,261,Male,1,Laboratory Technician,Married,2794,1,Y,20,80,0,5,3,5,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,1,262,Male,2,Sales Executive,Married,5249,3,Y,18,80,1,13,0,8,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,263,Male,2,Laboratory Technician,Single,2176,4,Y,13,80,0,9,5,6,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,1,264,Female,4,Manager,Married,16872,3,Y,12,80,1,28,2,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,265,Male,1,Laboratory Technician,Single,3485,2,Y,11,80,0,5,5,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,1,266,Male,2,Sales Executive,Married,6644,2,Y,19,80,2,10,2,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,1,267,Male,2,Healthcare Representative,Married,5582,0,Y,21,80,1,10,2,9,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,1,268,Male,2,Healthcare Representative,Divorced,4000,1,Y,12,80,2,6,2,6,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,1,269,Male,4,Healthcare Representative,Married,13496,0,Y,14,80,0,21,2,20,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,270,Male,1,Laboratory Technician,Married,3210,0,Y,11,80,1,16,4,15,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,271,Male,5,Manager,Single,19045,0,Y,14,80,0,37,2,36,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,272,Male,3,Manager,Married,11849,1,Y,12,80,1,10,2,10,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,273,Male,1,Research Scientist,Married,2070,1,Y,23,80,1,5,3,5,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,1,274,Male,2,Sales Executive,Married,6502,4,Y,14,80,1,7,5,5,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,1,275,Male,1,Research Scientist,Single,3230,1,Y,17,80,0,3,4,3,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,276,Female,3,Research Director,Divorced,13603,2,Y,18,80,2,15,2,5,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,277,Female,3,Manager,Divorced,11996,7,Y,18,80,1,10,6,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,1,278,Female,2,Sales Executive,Divorced,5605,1,Y,24,80,1,8,3,8,7,7
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,279,Female,2,Manufacturing Director,Divorced,6397,1,Y,20,80,1,6,6,6,1,4
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,280,Male,5,Research Director,Divorced,19144,3,Y,14,80,2,28,4,10,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,1,281,Male,4,Research Director,Married,17584,3,Y,16,80,3,21,5,5,1,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,1,282,Male,2,Sales Executive,Married,4907,1,Y,25,80,0,20,3,20,11,6
29,No,Travel_Frequently,Sales,2,2,Life Sciences,1,283,Male,2,Sales Executive,Single,4554,1,Y,18,80,0,10,3,10,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,1,284,Male,2,Laboratory Technician,Married,5415,3,Y,19,80,1,12,4,10,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,285,Male,2,Healthcare Representative,Married,4741,1,Y,13,80,1,5,3,5,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,286,Female,1,Research Scientist,Single,2115,1,Y,12,80,0,17,3,17,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,1,287,Male,1,Laboratory Technician,Divorced,3161,3,Y,22,80,1,19,0,1,0,0
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,288,Male,2,Healthcare Representative,Divorced,5745,9,Y,14,80,1,10,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,289,Male,1,Laboratory Technician,Divorced,2373,2,Y,13,80,1,5,2,3,0,2
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,290,Female,1,Research Scientist,Single,3310,1,Y,21,80,0,5,3,5,0,2
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,291,Female,5,Research Director,Single,18665,9,Y,11,80,0,22,4,3,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,292,Male,2,Research Scientist,Single,4485,4,Y,12,80,0,10,2,8,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,1,293,Female,1,Sales Representative,Divorced,2789,1,Y,11,80,1,2,5,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,1,294,Male,2,Sales Executive,Single,5828,1,Y,12,80,0,8,0,8,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,1,295,Male,1,Research Scientist,Married,2326,1,Y,12,80,3,4,3,4,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,1,296,Female,4,Sales Executive,Married,13525,5,Y,14,80,1,23,2,20,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,297,Male,1,Laboratory Technician,Single,1420,1,Y,13,80,0,0,2,0,0,0
35,No,Travel_Rarely,Sales,16,3,Marketing,1,298,Male,3,Sales Executive,Married,8020,0,Y,15,80,2,12,3,11,6,9
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,1,299,Male,1,Laboratory Technician,Married,3688,4,Y,18,80,2,4,2,1,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,1,300,Male,2,Manufacturing Director,Divorced,5482,5,Y,18,80,1,13,3,4,1,2
41,No,Travel_Rarely,Sales,2,4,Life Sciences,1,301,Male,4,Manager,Single,16015,1,Y,19,80,0,22,2,22,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,1,302,Female,1,Sales Representative,Single,1200,1,Y,12,80,0,0,2,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,1,303,Male,2,Healthcare Representative,Single,5661,0,Y,19,80,0,9,2,8,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,1,304,Male,2,Sales Executive,Married,6929,4,Y,11,80,1,10,3,8,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,1,305,Male,3,Healthcare Representative,Divorced,9613,0,Y,17,80,3,19,5,18,3,7
36,No,Non-Travel,Research & Development,24,4,Life Sciences,1,306,Female,2,Laboratory Technician,Married,5674,7,Y,15,80,1,11,3,9,0,8
32,No,Travel_Rarely,Sales,7,3,Life Sciences,1,307,Male,2,Sales Executive,Married,5484,1,Y,14,80,1,13,3,13,4,8
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,308,Female,3,Research Director,Married,12061,3,Y,17,80,1,19,2,10,0,1
58,No,Non-Travel,Research & Development,1,4,Life Sciences,1,309,Male,2,Healthcare Representative,Divorced,5660,2,Y,13,80,1,12,2,5,1,2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,310,Male,1,Research Scientist,Married,4821,0,Y,12,80,1,6,4,5,0,3
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,311,Male,2,Human Resources,Married,6410,3,Y,12,80,0,9,1,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,312,Male,3,Laboratory Technician,Divorced,5210,1,Y,18,80,1,24,2,24,9,11
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,313,Male,1,Research Scientist,Divorced,2695,0,Y,18,80,1,3,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,314,Female,3,Manager,Married,11878,6,Y,11,80,2,12,2,10,8,8
39,No,Travel_Rarely,Research & Development,10,1,Medical,1,315,Male,4,Manager,Married,17068,1,Y,14,80,0,21,3,21,11,10
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,316,Female,1,Laboratory Technician,Single,2455,0,Y,19,80,0,9,5,8,1,7
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,317,Female,4,Healthcare Representative,Single,13964,7,Y,12,80,0,25,2,7,0,7
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,1,318,Male,2,Research Scientist,Married,4941,2,Y,15,80,0,11,3,8,7,7
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,319,Female,1,Research Scientist,Single,2478,1,Y,12,80,0,4,2,4,1,2
32,No,Travel_Rarely,Sales,8,2,Technical Degree,1,320,Female,2,Sales Executive,Married,5228,1,Y,11,80,0,13,2,13,11,9
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,321,Male,2,Sales Executive,Single,4478,1,Y,11,80,0,5,3,5,0,4
31,No,Travel_Rarely,Sales,7,3,Marketing,1,322,Male,2,Sales Executive,Divorced,7547,4,Y,12,80,3,13,3,7,1,7
32,No,Travel_Rarely,Research & Development,2,4,Medical,1,323,Female,2,Research Scientist,Single,5055,7,Y,16,80,0,10,0,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,324,Male,1,Research Scientist,Married,3464,5,Y,13,80,0,5,4,3,2,2
30,No,Travel_Rarely,Research & Development,28,2,Medical,1,325,Female,2,Research Scientist,Married,5775,1,Y,13,80,2,11,2,10,1,9
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,1,326,Female,3,Manufacturing Director,Married,8943,1,Y,24,80,1,10,2,10,8,9
39,No,Travel_Frequently,Research & Development,7,2,Medical,1,327,Male,5,Manager,Married,19272,1,Y,15,80,1,21,2,21,13,3
39,Yes,Travel_Rarely,Sales,3,2,Medical,1,328,Female,2,Sales Executive,Married,5238,4,Y,18,80,0,12,3,1,0,0
33,No,Travel_Frequently,Sales,10,3,Marketing,1,329,Male,2,Sales Executive,Single,4682,3,Y,14,80,0,9,6,7,0,1
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,1,330,Male,5,Research Director,Married,18300,4,Y,11,80,1,21,2,3,1,1
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,331,Female,2,Laboratory Technician,Divorced,5257,1,Y,11,80,1,9,3,9,0,0
27,No,Non-Travel,Sales,1,1,Marketing,1,332,Male,2,Sales Executive,Married,6349,0,Y,13,80,1,6,0,5,1,4
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,333,Female,2,Research Scientist,Single,4869,3,Y,12,80,0,20,4,4,0,3
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,334,Female,3,Healthcare Representative,Married,9985,8,Y,16,80,1,10,1,1,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,1,335,Male,2,Research Scientist,Married,3697,9,Y,14,80,2,12,3,10,9,8
40,No,Travel_Rarely,Sales,1,2,Medical,1,336,Male,2,Sales Executive,Married,7457,2,Y,22,80,3,6,2,4,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,Other,1,337,Male,1,Laboratory Technician,Married,2119,1,Y,11,80,0,7,4,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,Other,1,338,Male,1,Laboratory Technician,Single,3983,0,Y,17,80,0,4,2,3,2,2
30,No,Travel_Rarely,Sales,5,3,Marketing,1,339,Female,2,Sales Executive,Divorced,6118,1,Y,13,80,3,10,2,10,1,2
27,No,Travel_Rarely,Sales,8,4,Marketing,1,340,Female,2,Sales Executive,Married,6214,1,Y,18,80,1,8,3,8,0,7
37,No,Travel_Rarely,Research & Development,5,2,Medical,1,341,Male,2,Manufacturing Director,Divorced,6347,7,Y,16,80,2,8,2,6,0,4
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,342,Male,3,Research Director,Divorced,11510,0,Y,14,80,1,12,3,11,2,9
31,No,Travel_Rarely,Research & Development,7,4,Medical,1,343,Female,3,Manufacturing Director,Single,7143,1,Y,14,80,0,11,2,11,4,10
29,No,Travel_Rarely,Sales,10,1,Marketing,1,344,Female,2,Sales Executive,Divorced,8268,1,Y,14,80,2,7,2,7,1,7
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,345,Male,3,Manufacturing Director,Single,8095,0,Y,13,80,0,17,5,16,0,13
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,346,Male,1,Research Scientist,Divorced,2904,1,Y,12,80,2,4,2,4,0,2
41,No,Travel_Rarely,Research & Development,6,3,Medical,1,347,Male,2,Manufacturing Director,Single,6032,6,Y,15,80,0,8,3,5,1,2
47,No,Travel_Frequently,Sales,4,1,Medical,1,348,Male,2,Sales Representative,Single,2976,3,Y,19,80,0,5,3,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,349,Female,4,Research Director,Single,15992,2,Y,14,80,0,16,2,1,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,1,350,Male,2,Sales Executive,Married,4649,1,Y,14,80,1,4,3,4,0,2
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,1,351,Male,1,Human Resources,Divorced,2696,0,Y,11,80,1,4,5,3,1,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,1,352,Female,1,Laboratory Technician,Married,2370,1,Y,13,80,1,8,4,8,0,7
48,No,Travel_Rarely,Sales,29,1,Medical,1,353,Female,3,Manager,Married,12504,3,Y,21,80,1,15,3,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,Medical,1,354,Male,2,Research Scientist,Divorced,5974,4,Y,13,80,2,13,2,7,6,7
30,No,Non-Travel,Sales,25,2,Technical Degree,1,355,Female,2,Sales Executive,Married,4736,7,Y,12,80,1,4,2,2,2,2
26,No,Travel_Rarely,Sales,1,3,Life Sciences,1,356,Male,2,Sales Executive,Married,5296,1,Y,17,80,1,8,3,8,7,7
42,No,Travel_Rarely,Research & Development,2,4,Other,1,357,Male,2,Healthcare Representative,Single,6781,3,Y,23,80,0,14,6,1,0,0
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,358,Female,1,Sales Representative,Single,2174,1,Y,11,80,0,3,3,3,1,2
36,No,Non-Travel,Sales,1,5,Medical,1,359,Female,2,Sales Executive,Single,6653,4,Y,15,80,0,7,6,1,0,0
36,No,Travel_Frequently,Sales,3,4,Medical,1,360,Male,3,Sales Executive,Married,9699,4,Y,11,80,1,16,2,13,1,12
57,No,Travel_Rarely,Research & Development,1,4,Medical,1,361,Male,2,Healthcare Representative,Married,6755,2,Y,11,80,0,15,2,3,1,2
